request_start_time,request_end_time,status_code,duration_ms,success,error
2026-06-29T08:28:35.932547+00:00,2026-06-29T08:28:35.934093+00:00,200,1.55,True,
2026-06-29T08:28:36.932823+00:00,2026-06-29T08:28:36.935781+00:00,200,2.96,True,
2026-06-29T08:28:37.933001+00:00,2026-06-29T08:28:37.938396+00:00,200,5.39,True,
2026-06-29T08:28:38.933167+00:00,2026-06-29T08:28:38.935361+00:00,200,2.19,True,
2026-06-29T08:28:39.933361+00:00,2026-06-29T08:28:39.936019+00:00,200,2.66,True,
2026-06-29T08:28:40.933596+00:00,2026-06-29T08:28:40.937102+00:00,200,3.51,True,
2026-06-29T08:28:41.933835+00:00,2026-06-29T08:28:41.943010+00:00,200,9.18,True,
2026-06-29T08:28:42.934028+00:00,2026-06-29T08:28:42.940003+00:00,200,5.98,True,
2026-06-29T08:28:43.934485+00:00,2026-06-29T08:28:43.939177+00:00,200,4.69,True,
2026-06-29T08:28:44.934841+00:00,2026-06-29T08:28:44.937067+00:00,200,2.23,True,
2026-06-29T08:28:45.935400+00:00,2026-06-29T08:28:45.938835+00:00,200,3.44,True,
2026-06-29T08:28:46.935975+00:00,2026-06-29T08:28:46.937948+00:00,200,1.97,True,
2026-06-29T08:28:47.936466+00:00,2026-06-29T08:28:47.938384+00:00,200,1.92,True,
2026-06-29T08:28:48.936536+00:00,2026-06-29T08:28:48.938276+00:00,200,1.74,True,
2026-06-29T08:28:49.936951+00:00,2026-06-29T08:28:49.938346+00:00,200,1.4,True,
2026-06-29T08:28:50.937089+00:00,2026-06-29T08:28:50.938699+00:00,200,1.61,True,
2026-06-29T08:28:51.937267+00:00,2026-06-29T08:28:51.946992+00:00,200,9.72,True,
2026-06-29T08:28:52.937407+00:00,2026-06-29T08:28:52.939843+00:00,200,2.44,True,
2026-06-29T08:28:53.937607+00:00,2026-06-29T08:28:53.942627+00:00,200,5.02,True,
2026-06-29T08:28:54.937735+00:00,2026-06-29T08:28:54.940699+00:00,200,2.96,True,
2026-06-29T08:28:55.938323+00:00,2026-06-29T08:28:55.946979+00:00,200,8.66,True,
2026-06-29T08:28:56.938580+00:00,2026-06-29T08:28:56.952411+00:00,200,13.83,True,
2026-06-29T08:28:57.938752+00:00,2026-06-29T08:28:57.942401+00:00,200,3.65,True,
2026-06-29T08:28:58.938886+00:00,2026-06-29T08:28:58.942162+00:00,200,3.28,True,
2026-06-29T08:28:59.939057+00:00,2026-06-29T08:28:59.941916+00:00,200,2.86,True,
2026-06-29T08:29:00.939219+00:00,2026-06-29T08:29:00.941467+00:00,200,2.25,True,
